id,label,heuristicLabel,processType,stepCount,communities,entryPointId,terminalId
"proc_187_run_sync","Run_sync → _SafeWriter","Run_sync → _SafeWriter","cross_community",4,"['comm_47','comm_27','comm_19']","Function:gateway/run.py:GatewayRunner.run_sync","Class:run_agent.py:_SafeWriter"
"proc_188_run_sync","Run_sync → Format_auth_error","Run_sync → Format_auth_error","cross_community",4,"['comm_47','comm_477','comm_499']","Function:gateway/run.py:GatewayRunner.run_sync","Function:hermes_cli/auth.py:format_auth_error"
"proc_189_main","Main → Is_toolset_available","Main → Is_toolset_available","cross_community",4,"['comm_14','comm_89']","Function:run_agent.py:main","Function:tools/registry.py:ToolRegistry.is_toolset_available"
"proc_190_main","Main → _get_process_start_time","Main → _get_process_start_time","cross_community",4,"['comm_124','comm_21','comm_528','comm_594']","Function:cli.py:main","Function:gateway/status.py:_get_process_start_time"
"proc_191_main","Main → _get_lock_dir","Main → _get_lock_dir","cross_community",4,"['comm_124','comm_21','comm_592']","Function:cli.py:main","Function:gateway/status.py:_get_lock_dir"
"proc_192_main","Main → Sleep","Main → Sleep","cross_community",4,"['comm_124','comm_402','comm_24']","Function:cli.py:main","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_193_main","Main → Resolve_gateway_approval","Main → Resolve_gateway_approval","cross_community",4,"['comm_124','comm_402','comm_423']","Function:cli.py:main","Function:tools/approval.py:resolve_gateway_approval"
"proc_194_run","Run → Get_color","Run → Get_color","cross_community",4,"['comm_125','comm_84','comm_126']","Function:cli.py:HermesCLI.run","Function:hermes_cli/skin_engine.py:SkinConfig.get_color"
"proc_195_run","Run → Get_branding","Run → Get_branding","cross_community",4,"['comm_125','comm_84','comm_126']","Function:cli.py:HermesCLI.run","Function:hermes_cli/skin_engine.py:SkinConfig.get_branding"
"proc_196_run","Run → _format_context_length","Run → _format_context_length","cross_community",4,"['comm_125','comm_84','comm_88','comm_132']","Function:cli.py:HermesCLI.run","Function:hermes_cli/banner.py:_format_context_length"
"proc_197_run","Run → _load_skin_from_yaml","Run → _load_skin_from_yaml","cross_community",4,"['comm_125','comm_469']","Function:cli.py:HermesCLI.run","Function:hermes_cli/skin_engine.py:_load_skin_from_yaml"
"proc_198_run_background","Run_background → _is_host_pid_alive","Run_background → _is_host_pid_alive","cross_community",4,"['comm_125','comm_103']","Function:cli.py:HermesCLI.run_background","Function:tools/process_registry.py:ProcessRegistry._is_host_pid_alive"
"proc_199_run_background","Run_background → _SafeWriter","Run_background → _SafeWriter","cross_community",4,"['comm_125','comm_27','comm_19']","Function:cli.py:HermesCLI.run_background","Class:run_agent.py:_SafeWriter"
"proc_200_gateway_setup","Gateway_setup → Isatty","Gateway_setup → Isatty","cross_community",4,"['comm_22','comm_23']","Function:hermes_cli/gateway.py:gateway_setup","Function:run_agent.py:_SafeWriter.isatty"
"proc_201_honcho_command","Honcho_command → Read_text","Honcho_command → Read_text","cross_community",4,"['comm_878','comm_789']","Function:plugins/memory/honcho/cli.py:honcho_command","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:read_text"
"proc_202_run_btw","Run_btw → _is_host_pid_alive","Run_btw → _is_host_pid_alive","cross_community",4,"['comm_125','comm_103']","Function:cli.py:HermesCLI.run_btw","Function:tools/process_registry.py:ProcessRegistry._is_host_pid_alive"
"proc_203_run_btw","Run_btw → _SafeWriter","Run_btw → _SafeWriter","cross_community",4,"['comm_125','comm_27','comm_19']","Function:cli.py:HermesCLI.run_btw","Class:run_agent.py:_SafeWriter"
"proc_204_process_loop","Process_loop → Get_hermes_home","Process_loop → Get_hermes_home","cross_community",4,"['comm_125','comm_156','comm_22','comm_117']","Function:cli.py:HermesCLI.process_loop","Function:hermes_constants.py:get_hermes_home"
"proc_205_handle_enter","Handle_enter → Invalidate","Handle_enter → Invalidate","cross_community",4,"['comm_127','comm_167','comm_130','comm_159']","Function:cli.py:HermesCLI.handle_enter","Function:tests/cli/test_cli_secret_capture.py:_FakeApp.invalidate"
"proc_206_search","Search → Load","Search → Load","cross_community",4,"['comm_255','comm_259']","Function:tools/skills_hub.py:ClawHubSource.search","Function:tools/skills_hub.py:TapsManager.load"
"proc_207_search","Search → Save","Search → Save","cross_community",4,"['comm_255','comm_259','comm_206']","Function:tools/skills_hub.py:ClawHubSource.search","Function:tools/skills_hub.py:TapsManager.save"
"proc_208_search","Search → _coerce_skill_payload","Search → _coerce_skill_payload","intra_community",4,"['comm_255']","Function:tools/skills_hub.py:ClawHubSource.search","Function:tools/skills_hub.py:ClawHubSource._coerce_skill_payload"
"proc_209_search","Search → _get_json","Search → _get_json","cross_community",4,"['comm_255','comm_244']","Function:tools/skills_hub.py:ClawHubSource.search","Function:tools/skills_hub.py:ClawHubSource._get_json"
"proc_210_search","Search → _normalize_tags","Search → _normalize_tags","intra_community",4,"['comm_255']","Function:tools/skills_hub.py:ClawHubSource.search","Function:tools/skills_hub.py:ClawHubSource._normalize_tags"
"proc_211_search","Search → SkillMeta","Search → SkillMeta","cross_community",4,"['comm_255','comm_241']","Function:tools/skills_hub.py:ClawHubSource.search","Class:tools/skills_hub.py:SkillMeta"
"proc_212_search","Search → _read_index_cache","Search → _read_index_cache","intra_community",4,"['comm_255']","Function:tools/skills_hub.py:ClawHubSource.search","Function:tools/skills_hub.py:_read_index_cache"
"proc_213_llm_audit_skill","Llm_audit_skill → _mask_token","Llm_audit_skill → _mask_token","cross_community",4,"['comm_268','comm_673']","Function:tools/skills_guard.py:llm_audit_skill","Function:agent/redact.py:_mask_token"
"proc_214_llm_audit_skill","Llm_audit_skill → _force_close_async_httpx","Llm_audit_skill → _force_close_async_httpx","cross_community",4,"['comm_268','comm_678','comm_200','comm_123']","Function:tools/skills_guard.py:llm_audit_skill","Function:agent/auxiliary_client.py:_force_close_async_httpx"
"proc_215_collect_trajectory","Collect_trajectory → Get_distribution","Collect_trajectory → Get_distribution","cross_community",4,"['comm_666','comm_17']","Function:environments/hermes_base_env.py:HermesAgentBaseEnv.collect_trajectory","Function:toolset_distributions.py:get_distribution"
"proc_216_collect_trajectory","Collect_trajectory → Items","Collect_trajectory → Items","cross_community",4,"['comm_666','comm_17','comm_285']","Function:environments/hermes_base_env.py:HermesAgentBaseEnv.collect_trajectory","Function:hermes_cli/nous_subscription.py:NousSubscriptionFeatures.items"
"proc_217_collect_trajectory","Collect_trajectory → Get_definitions","Collect_trajectory → Get_definitions","cross_community",4,"['comm_666','comm_84','comm_89']","Function:environments/hermes_base_env.py:HermesAgentBaseEnv.collect_trajectory","Function:tools/registry.py:ToolRegistry.get_definitions"
"proc_218_migrate_daily_memory","Migrate_daily_memory → Context_prefix","Migrate_daily_memory → Context_prefix","intra_community",4,"['comm_789']","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:Migrator.migrate_daily_memory","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:context_prefix"
"proc_219_run_dump","Run_dump → Sleep","Run_dump → Sleep","cross_community",4,"['comm_534','comm_402','comm_24']","Function:hermes_cli/dump.py:run_dump","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_220_run_dump","Run_dump → Resolve_gateway_approval","Run_dump → Resolve_gateway_approval","cross_community",4,"['comm_534','comm_402','comm_423']","Function:hermes_cli/dump.py:run_dump","Function:tools/approval.py:resolve_gateway_approval"
"proc_221_main","Main → _get_zoneinfo","Main → _get_zoneinfo","cross_community",4,"['comm_440','comm_100','comm_99']","Function:scripts/release.py:main","Function:hermes_time.py:_get_zoneinfo"
"proc_222_main","Main → Read_text","Main → Read_text","cross_community",4,"['comm_18','comm_433','comm_444','comm_789']","Function:batch_runner.py:main","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:read_text"
"proc_223_main","Main → AgentDefinition","Main → AgentDefinition","cross_community",4,"['comm_18','comm_433','comm_444']","Function:batch_runner.py:main","Class:orchestrator/models.py:AgentDefinition"
"proc_224_patch_replace","Patch_replace → ExecuteResult","Patch_replace → ExecuteResult","cross_community",4,"['comm_304','comm_378','comm_303']","Function:tools/file_operations.py:ShellFileOperations.patch_replace","Class:tools/file_operations.py:ExecuteResult"
"proc_225_chat","Chat → Format_auth_error","Chat → Format_auth_error","cross_community",4,"['comm_125','comm_139','comm_477','comm_499']","Function:cli.py:HermesCLI.chat","Function:hermes_cli/auth.py:format_auth_error"
"proc_226_fetch","Fetch → _read_index_cache","Fetch → _read_index_cache","cross_community",4,"['comm_253','comm_255']","Function:tools/skills_hub.py:WellKnownSkillSource.fetch","Function:tools/skills_hub.py:_read_index_cache"
"proc_227_fetch","Fetch → _write_index_cache","Fetch → _write_index_cache","cross_community",4,"['comm_253','comm_255']","Function:tools/skills_hub.py:WellKnownSkillSource.fetch","Function:tools/skills_hub.py:_write_index_cache"
"proc_228_evaluate","Evaluate → Get_distribution","Evaluate → Get_distribution","cross_community",4,"['comm_663','comm_666','comm_17']","Function:environments/web_research_env.py:WebResearchEnv.evaluate","Function:toolset_distributions.py:get_distribution"
"proc_229_evaluate","Evaluate → Items","Evaluate → Items","cross_community",4,"['comm_663','comm_666','comm_17','comm_285']","Function:environments/web_research_env.py:WebResearchEnv.evaluate","Function:hermes_cli/nous_subscription.py:NousSubscriptionFeatures.items"
"proc_230_evaluate","Evaluate → Get_definitions","Evaluate → Get_definitions","cross_community",4,"['comm_663','comm_666','comm_84','comm_89']","Function:environments/web_research_env.py:WebResearchEnv.evaluate","Function:tools/registry.py:ToolRegistry.get_definitions"
"proc_231_evaluate","Evaluate → Get_distribution","Evaluate → Get_distribution","cross_community",4,"['comm_664','comm_666','comm_17']","Function:environments/agentic_opd_env.py:AgenticOPDEnv.evaluate","Function:toolset_distributions.py:get_distribution"
"proc_232_evaluate","Evaluate → Items","Evaluate → Items","cross_community",4,"['comm_664','comm_666','comm_17','comm_285']","Function:environments/agentic_opd_env.py:AgenticOPDEnv.evaluate","Function:hermes_cli/nous_subscription.py:NousSubscriptionFeatures.items"
"proc_233_evaluate","Evaluate → Get_definitions","Evaluate → Get_definitions","cross_community",4,"['comm_664','comm_666','comm_84','comm_89']","Function:environments/agentic_opd_env.py:AgenticOPDEnv.evaluate","Function:tools/registry.py:ToolRegistry.get_definitions"
"proc_234_cmd_wallet","Cmd_wallet → Sleep","Cmd_wallet → Sleep","cross_community",4,"['comm_1232','comm_433','comm_24']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_wallet","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_235_cmd_tx","Cmd_tx → Sleep","Cmd_tx → Sleep","cross_community",4,"['comm_1232','comm_433','comm_24']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_tx","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_236_cmd_gas","Cmd_gas → Sleep","Cmd_gas → Sleep","cross_community",4,"['comm_1232','comm_433','comm_24']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_gas","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_237_cmd_contract","Cmd_contract → Sleep","Cmd_contract → Sleep","cross_community",4,"['comm_1232','comm_433','comm_24']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_contract","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_238_skills_command","Skills_command → GitHubAuth","Skills_command → GitHubAuth","cross_community",4,"['comm_153','comm_247']","Function:hermes_cli/skills_hub.py:skills_command","Class:tools/skills_hub.py:GitHubAuth"
"proc_239_skills_command","Skills_command → TapsManager","Skills_command → TapsManager","cross_community",4,"['comm_153','comm_247','comm_259']","Function:hermes_cli/skills_hub.py:skills_command","Class:tools/skills_hub.py:TapsManager"
"proc_240_skills_command","Skills_command → OptionalSkillSource","Skills_command → OptionalSkillSource","cross_community",4,"['comm_153','comm_247']","Function:hermes_cli/skills_hub.py:skills_command","Class:tools/skills_hub.py:OptionalSkillSource"
"proc_241_cmd_migrate","Cmd_migrate → Read_text","Cmd_migrate → Read_text","cross_community",4,"['comm_1192','comm_878','comm_789']","Function:plugins/memory/honcho/cli.py:cmd_migrate","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:read_text"
"proc_242_rollout_and_score_ev","Rollout_and_score_eval → Get_distribution","Rollout_and_score_eval → Get_distribution","cross_community",4,"['comm_1207','comm_666','comm_17']","Function:environments/benchmarks/terminalbench_2/terminalbench2_env.py:TerminalBench2EvalEnv.rollout_and_score_eval","Function:toolset_distributions.py:get_distribution"
"proc_243_rollout_and_score_ev","Rollout_and_score_eval → Items","Rollout_and_score_eval → Items","cross_community",4,"['comm_1207','comm_666','comm_17','comm_285']","Function:environments/benchmarks/terminalbench_2/terminalbench2_env.py:TerminalBench2EvalEnv.rollout_and_score_eval","Function:hermes_cli/nous_subscription.py:NousSubscriptionFeatures.items"
"proc_244_rollout_and_score_ev","Rollout_and_score_eval → Get_definitions","Rollout_and_score_eval → Get_definitions","cross_community",4,"['comm_1207','comm_666','comm_84','comm_89']","Function:environments/benchmarks/terminalbench_2/terminalbench2_env.py:TerminalBench2EvalEnv.rollout_and_score_eval","Function:tools/registry.py:ToolRegistry.get_definitions"
"proc_245_main","Main → _print_summary","Main → _print_summary","intra_community",4,"['comm_4']","Function:trajectory_compressor.py:main","Function:trajectory_compressor.py:TrajectoryCompressor._print_summary"
"proc_246_switch_model","Switch_model → Normalize_provider","Switch_model → Normalize_provider","cross_community",4,"['comm_32','comm_478']","Function:run_agent.py:AIAgent.switch_model","Function:hermes_cli/providers.py:normalize_provider"
"proc_247_switch_model","Switch_model → ProviderDef","Switch_model → ProviderDef","cross_community",4,"['comm_32','comm_478']","Function:run_agent.py:AIAgent.switch_model","Class:hermes_cli/providers.py:ProviderDef"
"proc_248_switch_model","Switch_model → _is_oauth_token","Switch_model → _is_oauth_token","intra_community",4,"['comm_32']","Function:run_agent.py:AIAgent.switch_model","Function:agent/anthropic_adapter.py:_is_oauth_token"
"proc_249_switch_model","Switch_model → _normalize_base_url_text","Switch_model → _normalize_base_url_text","cross_community",4,"['comm_32','comm_742']","Function:run_agent.py:AIAgent.switch_model","Function:agent/anthropic_adapter.py:_normalize_base_url_text"
"proc_250_handle_ctrl_c","Handle_ctrl_c → Put","Handle_ctrl_c → Put","cross_community",4,"['comm_168','comm_167','comm_207']","Function:cli.py:HermesCLI.handle_ctrl_c","Function:tests/cli/test_cli_retry.py:_Queue.put"
"proc_251_inspect","Inspect → _read_index_cache","Inspect → _read_index_cache","cross_community",4,"['comm_253','comm_255']","Function:tools/skills_hub.py:WellKnownSkillSource.inspect","Function:tools/skills_hub.py:_read_index_cache"
"proc_252_inspect","Inspect → _write_index_cache","Inspect → _write_index_cache","cross_community",4,"['comm_253','comm_255']","Function:tools/skills_hub.py:WellKnownSkillSource.inspect","Function:tools/skills_hub.py:_write_index_cache"
"proc_253_handle_tool_call","Handle_tool_call → _url","Handle_tool_call → _url","cross_community",4,"['comm_289','comm_1187']","Function:plugins/memory/openviking/__init__.py:OpenVikingMemoryProvider.handle_tool_call","Function:plugins/memory/openviking/__init__.py:_VikingClient._url"
"proc_254_handle_tool_call","Handle_tool_call → _headers","Handle_tool_call → _headers","intra_community",4,"['comm_289']","Function:plugins/memory/openviking/__init__.py:OpenVikingMemoryProvider.handle_tool_call","Function:plugins/memory/openviking/__init__.py:_VikingClient._headers"
"proc_255_handle_tool_call","Handle_tool_call → HonchoSessionManager","Handle_tool_call → HonchoSessionManager","cross_community",4,"['comm_879','comm_1191','comm_876']","Function:plugins/memory/honcho/__init__.py:HonchoMemoryProvider.handle_tool_call","Class:plugins/memory/honcho/session.py:HonchoSessionManager"
"proc_256_main","Main → _parse_json_field","Main → _parse_json_field","cross_community",4,"['comm_1208','comm_1209']","Function:skills/research/polymarket/scripts/polymarket.py:main","Function:skills/research/polymarket/scripts/polymarket.py:_parse_json_field"
"proc_257_main","Main → _fmt_volume","Main → _fmt_volume","cross_community",4,"['comm_1208','comm_1209']","Function:skills/research/polymarket/scripts/polymarket.py:main","Function:skills/research/polymarket/scripts/polymarket.py:_fmt_volume"
"proc_258_main","Main → _fmt_pct","Main → _fmt_pct","cross_community",4,"['comm_1208','comm_1209']","Function:skills/research/polymarket/scripts/polymarket.py:main","Function:skills/research/polymarket/scripts/polymarket.py:_fmt_pct"
"proc_259_main","Main → _now_iso","Main → _now_iso","cross_community",4,"['comm_436','comm_1215']","Function:optional-skills/security/oss-forensics/scripts/evidence-store.py:main","Function:optional-skills/security/oss-forensics/scripts/evidence-store.py:_now_iso"
"proc_260_cmd_wallet","Cmd_wallet → Sleep","Cmd_wallet → Sleep","cross_community",4,"['comm_1230','comm_1229','comm_1228','comm_24']","Function:optional-skills/blockchain/solana/scripts/solana_client.py:cmd_wallet","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_261_select_provider_and_","Select_provider_and_model → Items","Select_provider_and_model → Items","cross_community",4,"['comm_197','comm_285']","Function:hermes_cli/main.py:select_provider_and_model","Function:hermes_cli/nous_subscription.py:NousSubscriptionFeatures.items"
"proc_262_main","Main → Install_deps","Main → Install_deps","intra_community",4,"['comm_796']","Function:skills/productivity/google-workspace/scripts/setup.py:main","Function:skills/productivity/google-workspace/scripts/setup.py:install_deps"
"proc_263_main","Main → Sleep","Main → Sleep","cross_community",4,"['comm_796','comm_402','comm_24']","Function:skills/productivity/google-workspace/scripts/setup.py:main","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_264_main","Main → Resolve_gateway_approval","Main → Resolve_gateway_approval","cross_community",4,"['comm_796','comm_402','comm_423']","Function:skills/productivity/google-workspace/scripts/setup.py:main","Function:tools/approval.py:resolve_gateway_approval"
"proc_265_text_to_speech_tool","Text_to_speech_tool → _get_zoneinfo","Text_to_speech_tool → _get_zoneinfo","cross_community",4,"['comm_201','comm_100','comm_99']","Function:tools/tts_tool.py:text_to_speech_tool","Function:hermes_time.py:_get_zoneinfo"
"proc_266_fetch","Fetch → _normalize_bundle_path","Fetch → _normalize_bundle_path","cross_community",4,"['comm_244','comm_243']","Function:tools/skills_hub.py:ClawHubSource.fetch","Function:tools/skills_hub.py:_normalize_bundle_path"
"proc_267_handle_list_jobs","Handle_list_jobs → JobTracker","Handle_list_jobs → JobTracker","cross_community",4,"['comm_454','comm_447']","Function:orchestrator/api.py:handle_list_jobs","Class:orchestrator/status.py:JobTracker"
"proc_268_handle_cancel_job","Handle_cancel_job → JobTracker","Handle_cancel_job → JobTracker","cross_community",4,"['comm_454','comm_447']","Function:orchestrator/api.py:handle_cancel_job","Class:orchestrator/status.py:JobTracker"
"proc_269_handle_cancel_job","Handle_cancel_job → StatusEvent","Handle_cancel_job → StatusEvent","cross_community",4,"['comm_454','comm_444']","Function:orchestrator/api.py:handle_cancel_job","Class:orchestrator/status.py:StatusEvent"
"proc_270_cmd_insights","Cmd_insights → Format_duration_compact","Cmd_insights → Format_duration_compact","cross_community",4,"['comm_104','comm_132']","Function:hermes_cli/main.py:cmd_insights","Function:agent/usage_pricing.py:format_duration_compact"
"proc_271_send_image","Send_image → _is_blocked_ip","Send_image → _is_blocked_ip","cross_community",4,"['comm_1130','comm_1111','comm_198']","Function:gateway/platforms/signal.py:SignalAdapter.send_image","Function:tools/url_safety.py:_is_blocked_ip"
"proc_272_send_image","Send_image → Get_image_cache_dir","Send_image → Get_image_cache_dir","cross_community",4,"['comm_1130','comm_1111','comm_1126','comm_643']","Function:gateway/platforms/signal.py:SignalAdapter.send_image","Function:gateway/platforms/base.py:get_image_cache_dir"
"proc_273_cmd_add","Cmd_add → _normalize_name","Cmd_add → _normalize_name","cross_community",4,"['comm_793','comm_433','comm_443']","Function:optional-skills/productivity/memento-flashcards/scripts/memento_cards.py:cmd_add","Function:orchestrator/roster.py:AgentRoster._normalize_name"
"proc_274_cmd_add_quiz","Cmd_add_quiz → _normalize_name","Cmd_add_quiz → _normalize_name","cross_community",4,"['comm_793','comm_433','comm_443']","Function:optional-skills/productivity/memento-flashcards/scripts/memento_cards.py:cmd_add_quiz","Function:orchestrator/roster.py:AgentRoster._normalize_name"
"proc_275_cmd_rate","Cmd_rate → _normalize_name","Cmd_rate → _normalize_name","cross_community",4,"['comm_793','comm_433','comm_443']","Function:optional-skills/productivity/memento-flashcards/scripts/memento_cards.py:cmd_rate","Function:orchestrator/roster.py:AgentRoster._normalize_name"
"proc_276_cmd_import","Cmd_import → _normalize_name","Cmd_import → _normalize_name","cross_community",4,"['comm_793','comm_433','comm_443']","Function:optional-skills/productivity/memento-flashcards/scripts/memento_cards.py:cmd_import","Function:orchestrator/roster.py:AgentRoster._normalize_name"
"proc_277_migrate_command_allo","Migrate_command_allowlist → Ensure_parent","Migrate_command_allowlist → Ensure_parent","intra_community",4,"['comm_789']","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:Migrator.migrate_command_allowlist","Function:optional-skills/migration/openclaw-migration/scripts/openclaw_to_hermes.py:ensure_parent"
"proc_278_cmd_stats","Cmd_stats → Sleep","Cmd_stats → Sleep","cross_community",4,"['comm_1232','comm_433','comm_24']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_stats","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_279_cmd_token","Cmd_token → Sleep","Cmd_token → Sleep","cross_community",4,"['comm_1231','comm_1232','comm_433','comm_24']","Function:optional-skills/blockchain/base/scripts/base_client.py:cmd_token","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_280_messages_read","Messages_read → Get_hermes_home","Messages_read → Get_hermes_home","cross_community",4,"['comm_94','comm_92','comm_117']","Function:mcp_serve.py:messages_read","Function:hermes_constants.py:get_hermes_home"
"proc_281_messages_read","Messages_read → _normalize_name","Messages_read → _normalize_name","cross_community",4,"['comm_94','comm_92','comm_433','comm_443']","Function:mcp_serve.py:messages_read","Function:orchestrator/roster.py:AgentRoster._normalize_name"
"proc_282_attachments_fetch","Attachments_fetch → Get_hermes_home","Attachments_fetch → Get_hermes_home","cross_community",4,"['comm_93','comm_92','comm_117']","Function:mcp_serve.py:attachments_fetch","Function:hermes_constants.py:get_hermes_home"
"proc_283_attachments_fetch","Attachments_fetch → _normalize_name","Attachments_fetch → _normalize_name","cross_community",4,"['comm_93','comm_92','comm_433','comm_443']","Function:mcp_serve.py:attachments_fetch","Function:orchestrator/roster.py:AgentRoster._normalize_name"
"proc_284_handle_ctrl_z","Handle_ctrl_z → _load_skin_from_yaml","Handle_ctrl_z → _load_skin_from_yaml","cross_community",4,"['comm_125','comm_469']","Function:cli.py:HermesCLI.handle_ctrl_z","Function:hermes_cli/skin_engine.py:_load_skin_from_yaml"
"proc_285_main","Main → _cleanup_env","Main → _cleanup_env","intra_community",4,"['comm_91']","Function:mini_swe_runner.py:main","Function:mini_swe_runner.py:MiniSWERunner._cleanup_env"
"proc_286_run_uninstall","Run_uninstall → Sleep","Run_uninstall → Sleep","cross_community",4,"['comm_459','comm_402','comm_24']","Function:hermes_cli/uninstall.py:run_uninstall","Method:landingpage/script.js:TerminalDemo.sleep#1"
"proc_287_run_uninstall","Run_uninstall → Resolve_gateway_approval","Run_uninstall → Resolve_gateway_approval","cross_community",4,"['comm_459','comm_402','comm_423']","Function:hermes_cli/uninstall.py:run_uninstall","Function:tools/approval.py:resolve_gateway_approval"
"proc_288_cmd_setup","Cmd_setup → Is_available","Cmd_setup → Is_available","cross_community",4,"['comm_511','comm_512']","Function:hermes_cli/memory_setup.py:cmd_setup","Function:agent/memory_provider.py:MemoryProvider.is_available"
"proc_289_cmd_setup","Cmd_setup → Items","Cmd_setup → Items","cross_community",4,"['comm_511','comm_197','comm_285']","Function:hermes_cli/memory_setup.py:cmd_setup","Function:hermes_cli/nous_subscription.py:NousSubscriptionFeatures.items"
"proc_290_tools_command","Tools_command → Items","Tools_command → Items","cross_community",4,"['comm_461','comm_197','comm_285']","Function:hermes_cli/tools_config.py:tools_command","Function:hermes_cli/nous_subscription.py:NousSubscriptionFeatures.items"
"proc_291_tools_command","Tools_command → Isatty","Tools_command → Isatty","cross_community",4,"['comm_461','comm_22','comm_23']","Function:hermes_cli/tools_config.py:tools_command","Function:run_agent.py:_SafeWriter.isatty"
"proc_292_process_file","Process_file → TrajectoryMetrics","Process_file → TrajectoryMetrics","intra_community",4,"['comm_5']","Function:trajectory_compressor.py:TrajectoryCompressor.process_file","Class:trajectory_compressor.py:TrajectoryMetrics"
"proc_293_process_file","Process_file → _find_protected_indices","Process_file → _find_protected_indices","cross_community",4,"['comm_5','comm_11']","Function:trajectory_compressor.py:TrajectoryCompressor.process_file","Function:trajectory_compressor.py:TrajectoryCompressor._find_protected_indices"
"proc_294_process_file","Process_file → _extract_turn_content_for_summary","Process_file → _extract_turn_content_for_summary","cross_community",4,"['comm_5','comm_12']","Function:trajectory_compressor.py:TrajectoryCompressor.process_file","Function:trajectory_compressor.py:TrajectoryCompressor._extract_turn_content_for_summary"
"proc_295_process_file","Process_file → Get_emoji","Process_file → Get_emoji","cross_community",4,"['comm_5','comm_157','comm_89']","Function:trajectory_compressor.py:TrajectoryCompressor.process_file","Function:tools/registry.py:ToolRegistry.get_emoji"
"proc_296_image_generate_tool","Image_generate_tool → _get_zoneinfo","Image_generate_tool → _get_zoneinfo","cross_community",4,"['comm_353','comm_100','comm_99']","Function:tools/image_generation_tool.py:image_generate_tool","Function:hermes_time.py:_get_zoneinfo"
"proc_297_image_generate_tool","Image_generate_tool → ManagedToolGatewayConfig","Image_generate_tool → ManagedToolGatewayConfig","cross_community",4,"['comm_353','comm_183']","Function:tools/image_generation_tool.py:image_generate_tool","Class:tools/managed_tool_gateway.py:ManagedToolGatewayConfig"
"proc_298_read_file","Read_file → ExecuteResult","Read_file → ExecuteResult","cross_community",4,"['comm_377','comm_378','comm_303']","Function:tools/file_operations.py:ShellFileOperations.read_file","Class:tools/file_operations.py:ExecuteResult"
"proc_299_cmd_profile","Cmd_profile → Get_hermes_home","Cmd_profile → Get_hermes_home","cross_community",3,"['comm_483','comm_481','comm_117']","Function:hermes_cli/main.py:cmd_profile","Function:hermes_constants.py:get_hermes_home"
